Price,Close,High,Low,Open,Volume
Ticker,QQQ,QQQ,QQQ,QQQ,QQQ
Date,,,,,
2020-01-02,208.84893798828125,208.84893798828125,206.7426633110624,207.14845610369375,30969400
2020-01-03,206.9359130859375,208.18229045665748,206.06635913547728,206.08568681560092,27518900
2020-01-06,208.2692413330078,208.2982254816246,205.06153936357958,205.31274023249196,21655300
2020-01-07,208.2402801513672,208.82964914274453,207.58328638665898,208.34656028891726,22139300
2020-01-08,209.80548095703125,210.76200218420846,207.8827967757834,208.21129365443758,26397300
2020-01-09,211.58323669433594,211.98902951483942,210.34653055298244,211.53492486607834,23547000
2020-01-10,211.04220581054688,212.4335041752272,210.66539706533788,212.41419123433656,21898500
2020-01-13,213.47689819335938,213.50588233656975,211.57352749482368,211.91169548920823,22756900
2020-01-14,212.63638305664062,213.72816853973075,212.3078861875927,213.37067277734212,24418100
2020-01-15,212.7233428955078,213.7185047492232,212.02769377060167,212.75232704715376,25742100
2020-01-16,214.76193237304688,214.80058772875157,213.3319938086431,213.78609841063255,18805000
2020-01-17,215.8247528076172,215.99865769573844,214.6073596199688,215.72812915241656,24325200
2020-01-21,215.72813415527344,216.26919125446463,215.12910875869753,215.22571767343865,21146300
2020-01-22,216.2982177734375,217.53492416890225,216.02768917084853,216.81996203750418,20736400
2020-01-23,216.9938201904297,217.09044384597115,215.16774514521538,216.17257808912692,26496100
2020-01-24,215.16775512695312,218.2402076547653,214.17259334804965,218.00831971632832,37436500
2020-01-27,210.7232666015625,211.86334869348377,209.8343705475318,210.3078027129726,42264400
2020-01-28,213.96005249023438,214.45281256125466,211.650888336214,212.2112731812221,26731900
2020-01-29,214.30784606933594,215.38996023828463,213.36099617150586,215.14841584395145,28924500
2020-01-30,215.07115173339844,215.16776065320295,212.25957122127917,212.92623616154467,39568100
2020-01-31,211.66053771972656,215.99866578651222,210.90690561487222,215.96968163740632,52015800
2020-02-03,214.8585662841797,215.3513115227155,212.5494025509091,212.69432328497865,25408600
2020-02-04,219.7764129638672,220.15322162635042,217.0517851407579,217.79574599739905,30691200
2020-02-05,220.5010223388672,222.4623614142655,219.1773639288974,222.42372080243564,38534800
2020-02-06,222.4044189453125,222.46238724113618,220.2691600120407,221.05176149106026,22467100
2020-02-07,221.4479217529297,222.64598738591226,220.81024094459858,221.40928113244058,25884900
2020-02-10,224.12423706054688,224.13389352995074,220.65566273608337,220.7136310379093,21478900
2020-02-11,224.1628875732422,226.1049142263209,223.57351857416737,225.36095325375385,30198000
2020-02-12,226.34642028808594,226.45270040900837,224.926138100622,225.4865228525132,24471300
2020-02-13,226.05661010742188,226.98413249462888,224.50106333498056,224.77159192647449,22773200
2020-02-14,226.70394897460938,226.91650926118612,225.6508187546535,226.41409269812266,23438500
2020-02-18,226.79086303710938,227.21598353828634,225.36092432263243,225.60246872169205,24394500
2020-02-19,228.9647674560547,229.43819979556528,227.8729967743228,228.14352532755728,22230500
2020-02-20,226.8391876220703,228.93579135468923,224.03727833248954,228.46237374123714,42604000
2020-02-21,222.4817352294922,226.0952302642192,221.5638693955316,225.70876509498356,66017200
2020-02-24,213.90208435058594,216.66535321315746,212.8102988118249,214.18226940195453,84522600
2020-02-25,208.08567810058594,216.41413956218915,207.47699619928432,215.69916278578438,97743000
2020-02-26,209.15814208984375,212.82962025839348,207.6315795713472,209.38037357316838,79537700
2020-02-27,198.6847381591797,209.1001303065145,198.54947390048827,203.76682644166988,121822600
2020-02-28,198.83935546875,200.16301407933022,191.46741557261552,191.92152022960443,148173700
2020-03-02,209.10015869140625,209.24509417998505,198.97462136466152,201.8151859254803,112933900
2020-03-03,202.3948974609375,212.18228213418482,200.5978063759299,209.76683792007256,131953500
2020-03-04,210.83929443359375,210.9455745680638,204.22097143088072,206.10502970036788,73086200
2020-03-05,204.4335479736328,209.0422200004112,202.99395255167855,205.4963494029369,78705500
2020-03-06,200.98428344726562,202.07605419153373,196.04711495388645,197.74758234914825,89828400
2020-03-09,187.0230255126953,194.3563107585082,185.61239957600804,186.93605831475506,116424000
2020-03-10,197.20651245117188,197.3900885557963,187.12927231857668,194.3079796228715,100599200
2020-03-11,188.61720275878906,193.9601640050155,186.21141509339682,192.60752118674338,89168800
2020-03-12,171.32264709472656,184.32739145919078,170.95549482908672,175.93130438482478,137820700
2020-03-13,185.83460998535156,187.9022296147373,172.10523351541238,180.74286426615987,134882000
2020-03-16,163.57386779785156,178.4336690036627,163.43860352590036,168.25982023113983,92054400
2020-03-17,175.97958374023438,178.15348329410705,164.0376282679191,169.53518105410024,121257100
2020-03-18,170.626953125,173.15833346813568,161.15841063606604,165.80572207206038,114156300
2020-03-19,171.651123046875,177.28394045674713,165.82507305755854,169.74775191681167,120896500
2020-03-20,164.926513671875,176.68489331616897,164.3468159564392,175.59312265121642,118983900
2020-03-23,165.04562377929688,168.6765111710314,159.69126158009655,165.49100435917654,124639800
2020-03-24,177.8263397216797,177.9909381728403,172.29770216605112,174.1954524263536,94881800
2020-03-25,176.50953674316406,183.49051441926807,174.26322071911915,178.56219362614993,88754900
2020-03-26,185.8046112060547,186.59857236764165,177.7779357062024,178.02967192191286,79887600
2020-03-27,179.4142608642578,184.45876572463197,178.79458997620458,180.99247661598065,58845000
2020-03-30,185.9401397705078,186.37585803544835,180.42119441380564,181.11832590876983,49356900
2020-03-31,184.3522186279297,189.04817143362257,183.19033781465893,185.6302978644088,62659300
2020-04-01,176.5192108154297,181.69928249496988,175.1152707111234,178.90107933359985,53715400
2020-04-02,180.10165405273438,184.0617523023465,175.22174891831517,175.48317689265843,56465300
2020-04-03,177.54554748535156,181.1280348632894,175.53161350651752,179.65631103758017,47487600
2020-04-06,190.2391357421875,191.37197086698438,183.1806969571857,184.42971575402768,64763500
2020-04-07,190.1616973876953,196.2228690765408,189.77440858594372,195.94207213726827,69904500
2020-04-08,194.19920349121094,194.78013653151126,189.93895399175867,191.85605814074805,45940400
2020-04-09,194.47999572753906,196.76503459651985,192.708121052624,195.9226735183586,68252600
2020-04-13,196.5811004638672,196.9587121944404,192.4370484760977,193.64734437846306,42853900
2020-04-14,205.13063049316406,205.75030139817497,199.86342041351162,200.6476897867467,63959600
2020-04-15,202.7777557373047,205.10153211736093,200.5411318674111,201.8579340505415,47036000
2020-04-16,206.47647094726562,207.56089129556594,203.02955074806601,204.96602409809898,64657400
2020-04-17,208.45164489746094,209.6328946961661,205.34361377764702,209.3036978077709,62863200
2020-04-20,205.98268127441406,209.0229439273197,205.81808280799058,206.5829833018549,38249100
2020-04-21,198.38198852539062,204.45283590368555,197.1620157763946,203.91062579302064,72932800
2020-04-22,204.26885986328125,205.60503098897118,201.71271604073326,202.45826229809384,40089100
2020-04-23,203.83314514160156,207.62863031882642,203.4264875984113,205.06279481715916,43278500
2020-04-24,207.04769897460938,207.49309428535645,202.8455559204231,204.26886482169863,34231900
2020-04-27,208.71307373046875,209.74909395723233,207.6867453248899,209.32306750039936,36451700
2020-04-28,204.7820281982422,210.41717195229486,204.50124610226985,210.41717195229486,46862800
2020-04-29,212.04380798339844,212.98299863447807,208.30641424715557,209.32306559642004,48716400
2020-04-30,211.95668029785156,213.05077762310998,210.44623354685405,212.96363987381048,43359500
2020-05-01,205.98268127441406,209.78784442118405,204.95633796017185,207.68677255102142,48795000
2020-05-04,208.3838653564453,208.6065556196561,204.4140897083193,204.7433013539854,32841000
2020-05-05,210.74639892578125,213.1476217509978,209.96212958028724,210.5333856746447,37783100
2020-05-06,212.04380798339844,214.01900407770057,211.18207803050367,212.43109670020513,36455200
2020-05-07,214.77423095703125,215.6553149577962,213.41869097087857,214.77423095703125,38624800
2020-05-08,217.71768188476562,217.85323441743841,215.41327405521008,216.44929430601633,31852300
2020-05-11,219.66383361816406,220.69016205452834,216.15882183945925,216.39120394309796,35714100
2020-05-12,215.0646514892578,220.8547154499475,215.03560558093614,220.26409069054984,41054100
2020-05-13,212.373046875,217.47565872451727,209.82659424880833,215.5876000019431,65521200
2020-05-14,214.78390502929688,214.82262798876877,209.12940740293772,211.04651154030347,51549300
2020-05-15,216.17819213867188,216.2362839714364,211.39510091948318,211.83080443933534,55747200
2020-05-18,220.2060546875,221.41635050258088,218.30831912295972,219.09258844727313,42398100
2020-05-19,219.65414428710938,222.54917688980584,219.50891471428065,220.46745944318477,36237300
2020-05-20,224.0402374267578,224.39848019489855,222.19090221316299,222.21027107942135,37417000
2020-05-21,221.6002960205078,224.76643369790253,221.0871318273485,224.08867106298615,43642900
2020-05-22,222.3651885986328,222.5685099814072,220.27379430254393,221.19361598326984,28762400
2020-05-26,221.76486206054688,226.1509866140586,221.52280295672097,225.94765046623414,33055300
2020-05-27,222.97518920898438,223.09138764170206,216.826895964132,221.42601958921597,55665600
2020-05-28,222.68472290039062,226.05418185848703,221.77457820631406,221.83267003374587,42784300
2020-05-29,225.94772338867188,226.18010552202534,221.49382853117743,223.0623820766032,50691800
2020-06-01,226.62542724609375,227.0030388808314,224.63086246906326,225.07625774870783,25776000
2020-06-02,228.14556884765625,228.20366067319284,224.64054270774534,227.051456886329,33383400
2020-06-03,229.1719207763672,229.92714413439194,227.87448729197777,228.7555713602614,37228700
2020-06-04,227.5646514892578,230.23697924027897,226.25752614334232,228.82336204937673,38716100
2020-06-05,232.07664489746094,232.66726984465873,228.14560646409677,228.71686254155006,47365600
2020-06-08,233.87754821777344,234.0034089264311,230.35316766712302,231.93138324183084,32937300
2020-06-09,235.5719757080078,236.42401389844568,232.83186426437166,233.0158315884571,35046300
2020-06-10,238.39918518066406,239.94836944461957,236.7434943138852,237.2663502819695,58084400
2020-06-11,226.58670043945312,235.85271567639344,226.52860861572873,234.46814463057544,72919400
2020-06-12,228.38768005371094,232.76409934882517,224.37918066227107,231.49571162163357,72034800
2020-06-15,231.1664581298828,231.8442207067493,224.1176977822391,225.05688834379558,45307400
2020-06-16,235.13626098632812,236.62733882921265,231.50537378625586,236.0367139203695,48890100
2020-06-17,235.8817901611328,237.70207965361135,235.02006019856714,236.63701350926377,34749300
2020-06-18,236.52084350585938,236.76290266408742,234.7877064335587,235.56228392059361,30578600
2020-06-19,236.4821014404297,239.15442901274,234.74894973399765,238.89300100621614,49422100
2020-06-22,239.31814575195312,239.44422533003413,236.0592128756748,236.35017713263835,24068700
2020-06-23,241.35496520996094,243.5954787471515,240.3656571544543,240.91850403255398,32767400
2020-06-24,236.37930297851562,241.83025079332216,234.87592342537627,240.59844776335257,46032400
2020-06-25,238.6295166015625,238.93018955982743,233.88660640230455,236.46659823743423,36940800
2020-06-26,232.9942626953125,238.56161071359043,232.4704974295816,238.38701735841022,52824600
2020-06-29,235.5354461669922,235.54515484203776,230.21059309992688,232.7517795938661,34377800
2020-06-30,240.1522674560547,240.69542044535598,235.2832635022884,235.46755072361753,38909200
2020-07-01,242.95535278320312,243.95436955553964,239.64792085158297,240.19107387734147,34689200
2020-07-02,244.60421752929688,246.6216536505517,244.13865990125657,245.4092532026685,31956500
2020-07-06,250.61778259277344,251.14151837275642,247.7467964820202,247.766199036772,34589000
2020-07-07,248.8912353515625,253.03281399922147,248.59056242486926,250.3655331594713,36578200
2020-07-08,252.16957092285156,252.19866734805117,248.7845585262823,250.22005123524016,30426300
2020-07-09,254.2937774658203,254.96302505216383,249.88065054683295,254.0901024263851,40312900
2020-07-10,256.0299072265625,256.2820960202251,251.46159010831045,254.14825914990374,32885300
2020-07-13,250.7632293701172,261.67483390780967,249.93879110734497,258.8814584102209,64108100
2020-07-14,252.53817749023438,252.94555709445385,245.15708242982703,248.2317284153313,72230500
2020-07-15,253.05223083496094,254.78839666900782,249.7447986615645,253.95424971871756,54523900
2020-07-16,251.32577514648438,251.9659261772998,247.9310536676773,250.25885676179198,47594100
2020-07-17,251.61676025390625,252.47997400802396,249.43443937938744,251.78163014419312,35137900
2020-07-20,258.75531005859375,259.3857522693689,251.00565712388777,252.25683287155033,40610100
2020-07-21,256.0589904785156,260.33634307596367,255.21516445037824,260.3266343998998,43243800
2020-07-22,256.9609680175781,257.8921127812206,254.65255305709272,256.55361808314973,29865500
2020-07-23,250.24913024902344,257.261634630794,248.83302538885314,256.55361180032554,51363500
2020-07-24,247.8728485107422,249.20163468771506,243.76039559521382,246.39856539772484,54054500
2020-07-27,252.295654296875,252.68361648249174,248.7360635043291,249.5216965500787,36445700
2020-07-28,249.08522033691406,252.03378622389906,248.79425609790326,251.5100209940622,31302400
2020-07-29,251.95619201660156,252.81943531314536,250.1521544210128,250.62740590809642,27556900
2020-07-30,253.2752685546875,253.8378092512827,248.83301742795155,249.987224843002,41774500
2020-07-31,257.7951965332031,257.95038737632524,253.00378655045506,257.911582265638,53686300
2020-08-03,261.277099609375,262.0239274829241,259.8125106837197,259.93860504150655,32081600
2020-08-04,262.24713134765625,262.34412932565243,260.0260049299403,260.7728331212194,24911300
2020-08-05,262.8968811035156,263.35274482091995,261.8396715460499,262.7320112310436,21612100
2020-08-06,266.3788757324219,266.70864502098084,262.0627193623389,262.7028701929345,28048200
2020-08-07,263.3042907714844,266.6117228698469,261.1510663109524,265.8357687942012,44969400
2020-08-10,262.1791687011719,263.7989487172931,258.6486740019986,263.5952441310872,35088400
2020-08-11,257.21319580078125,262.30527795139875,256.6700427393518,261.0152672307874,43104300
2020-08-12,263.68255615234375,264.6330888377561,259.3276228561912,259.3761366378806,38773400
2020-08-13,264.2838439941406,266.56313258817664,263.34302029717117,264.4584225111998,31895700
2020-08-14,263.97344970703125,265.1761411215176,262.5767624387709,264.904564686001,30799500
2020-08-17,267.0384826660156,267.5428306012182,264.01233585555883,265.69027914746357,24803000
2020-08-18,269.6087646484375,270.08401615471337,266.640810703851,268.105399924736,23529500
2020-08-19,267.7950134277344,270.6271642620262,267.28095682838295,269.56995463693056,31999400
2020-08-20,271.509765625,271.99472574490306,266.59226290527533,266.9996424298252,27723400
2020-08-21,273.39141845703125,273.8472821623935,271.0539070826943,271.7037666795535,34748900
2020-08-24,275.0985107421875,277.3972172118148,272.80948334821784,276.6697769568887,36418500
2020-08-25,277.26141357421875,277.4554094816396,273.87640106694886,274.32255613447313,34866600
2020-08-26,283.177978515625,283.4301673153885,277.23236116458173,278.5126633177471,42216700
2020-08-27,282.2953186035156,285.0111134642725,280.02570843536205,284.15757878230954,49482700
2020-08-28,283.7308044433594,284.3612467634714,282.17892593257704,283.53680852965385,28021000
2020-08-31,286.0101623535156,287.8239089562384,283.81813254720913,284.2546086129404,36321000
2020-09-01,290.8985900878906,291.01497582023416,286.8928134018485,288.66775501934114,36216200
2020-09-02,293.653076171875,294.3708077138629,287.9596488113382,294.15742406629647,50836800
2020-09-03,278.7647705078125,289.6375677506086,275.85500988407784,289.13321989835623,110083300
2020-09-04,275.0499572753906,280.23903626499714,263.6242985040722,276.97040992713505,123959000
2020-09-08,261.8299560546875,269.8511850308203,261.5486709235939,264.03166413699165,99568600
2020-09-09,269.5214538574219,271.62616430262904,264.78823812496347,267.3488418882743,64837900
2020-09-10,264.1481628417969,273.7115949944252,262.4217054219012,272.4894856119325,69667500
2020-09-11,262.31494140625,266.9414503068004,258.87170678583755,265.9036285434875,71809000
2020-09-14,266.88336181640625,268.8813959291191,264.7495246088351,266.10740755927657,38525200
2020-09-15,270.66595458984375,272.01415800489684,266.8541749423575,270.6368581650392,41849900
2020-09-16,266.34979248046875,271.9268340611018,266.0006353893239,271.4612912729087,42321000
2020-09-17,262.1888427734375,266.146104274361,258.65831894059545,259.5021448018472,81570800
2020-09-18,258.8426513671875,263.9056370187345,254.73019835966718,263.61467273975774,86251100
2020-09-21,259.4634094238281,259.5991828847533,252.28597495707888,254.57500243772552,57168600
2020-09-22,264.2838439941406,264.86577238433784,258.52251613428456,261.86872277637036,41128900
2020-09-23,256.2142333984375,264.1481769310509,255.33160208618418,263.96388964609537,48837300
2020-09-24,257.4071960449219,260.61763028677467,253.36261484496714,253.52751434120879,70631700
2020-09-25,263.3916320800781,264.20636182071513,256.34999915079266,257.91158668673404,55242400
2020-09-28,268.86187744140625,268.86187744140625,263.4982201954607,268.2605020846823,58438300
2020-09-29,267.6495666503906,269.35660655695176,267.0869961996597,268.29939679220615,27050000
2020-09-30,269.482666015625,272.63490714755216,267.57192174551824,267.8434982590533,49380800
2020-10-01,273.7600402832031,274.3710948876225,271.42252850420675,273.31388517506457,50020200
2020-10-02,266.0588684082031,273.75033024547366,265.215042377582,267.7174240407903,75497400
2020-10-05,271.73291015625,272.0529708730623,267.92112998519195,268.0278070242552,28184600
2020-10-06,266.88336181640625,272.73198198121685,266.0007304987122,271.0443295713559,49704200
2020-10-07,271.50018310546875,272.2954954892424,268.9395785539227,269.53124550242285,27539700
2020-10-08,272.9453125,273.97342579062416,271.8783941041761,273.9055242564302,25443300
2020-10-09,277.1159362792969,277.19354648346746,274.20617521492545,274.5941374369176,30201100
2020-10-12,285.6706237792969,288.512483144483,280.76282944637273,281.8103303428894,79370700
2020-10-13,285.6609191894531,288.11481639100634,284.29332799970894,287.474695033748,64240000
2020-10-14,283.27490234375,287.4358684526838,281.5290577551878,286.46594821467886,36949100
2020-10-15,281.37396240234375,281.96559974038394,277.9210475518464,278.56119867801186,42514200
2020-10-16,279.8316955566406,284.44849573240384,279.48250888138193,283.02271180763165,40570700
2020-10-19,275.2633972167969,282.71240837197024,274.28379774218854,281.752167049844,36756800
2020-10-20,275.85498046875,278.9684157162578,274.4389054040923,276.00046256450037,32195400
2020-10-21,275.6417236328125,278.67757969201864,275.1567633575304,276.1072961529487,29306100
2020-10-22,275.6319580078125,277.37783239789314,272.37303983905406,276.47578397652245,32196200
2020-10-23,276.17510986328125,276.34000934594303,273.3041539268576,276.20420628967804,24658500
2020-10-26,272.03350830078125,276.7182096470231,268.4351127971686,273.8860593572563,38421100
2020-10-27,274.15771484375,274.98215313683676,271.77171885166905,273.0326035825386,30559100
2020-10-28,263.4690856933594,270.2585257625643,263.2168970189138,269.64747142039835,53413500
2020-10-29,268.0762939453125,271.0830232855751,264.3226774083296,264.7882498221216,43246300
2020-10-30,261.277099609375,266.9608175864228,259.03658638911327,266.0878953550869,65838300
2020-11-02,261.859130859375,265.2926279027856,258.9396608651883,263.67287734493533,39987400
2020-11-03,266.38861083984375,268.493350964964,262.69321677651993,263.77952280253584,43604100
2020-11-04,278.2798156738281,280.0838530868923,273.3914094454865,275.059673418672,75728200
2020-11-05,285.53485107421875,286.5047713733675,283.2167273514363,284.7007042251492,52054200
2020-11-06,285.74822998046875,286.47567026810736,281.11201173123675,284.8753075552266,40959800
2020-11-09,279.9093017578125,290.1419788994685,279.4534380231656,288.69677749409635,86537100
2020-11-10,274.8948059082031,278.0373379963617,272.1790114916121,276.5921663187163,69024900
2020-11-11,281.0441589355469,281.5194104839505,274.8560617314328,277.4263450028345,36102900
2020-11-12,279.7250061035156,283.284626596578,278.6096036883944,282.0140333828876,34414600
2020-11-13,282.1789245605469,282.79968780168974,279.2109706129312,281.44180521121535,24806900
2020-11-16,284.3806457519531,284.6813186790476,281.2671802558557,281.87823478498916,30168400
2020-11-17,283.47857666015625,284.90436059076063,282.8384257525771,284.57459126254406,21843500
2020-11-18,281.38348388671875,284.54543263606865,281.2961946365331,282.92568277216236,28069600
2020-11-19,283.5853271484375,283.89570877581605,280.1615093703999,280.83075680460064,22718400
2020-11-20,281.6454772949219,284.254565416675,281.5581880149653,283.507707799902,25907300
2020-11-23,281.6551818847656,283.94417968052124,279.4049595909037,282.64448997620957,26875600
2020-11-24,285.6124267578125,286.1070955737411,280.9180161426959,282.72205366024116,24516800
2020-11-25,287.3680114746094,288.00816248287106,285.72884365033815,286.679376286779,23326800
2020-11-27,290.015869140625,291.1409802047551,288.9392422501037,289.3369131123959,17163100
2020-11-30,290.6075439453125,290.9470220034066,285.913132786576,290.3359674187615,27836200
2020-12-01,294.3321228027344,295.96161204936703,291.78122666506556,292.88695045386527,27521300
2020-12-02,294.7103271484375,295.04980521721825,291.31560565987473,293.1584485480272,23620000
2020-12-03,295.1274108886719,296.6792896208627,294.39997050792226,295.0207338406485,22828700
2020-12-04,296.3299865722656,296.47549827101955,294.496852923867,295.1757792530611,19332100
2020-12-07,298.008056640625,298.37663114555875,296.3300836153928,296.5143708678597,20851000
2020-12-08,299.0167541503906,299.31742709208845,295.77722372076687,297.5327771931136,18341500
2020-12-09,292.2466735839844,299.0845996335578,291.1797553692577,298.8033440675616,48839300
2020-12-10,293.4202880859375,294.5453992226482,289.123548120475,290.20985415602473,27519500
2020-12-11,292.7704772949219,292.8965716822734,289.4921416222672,291.76175179573085,26760400
2020-12-14,294.8946228027344,296.8441427854196,293.8956059201811,293.96347785617394,28804800
2020-12-15,298.04681396484375,298.04681396484375,294.96244494938804,297.15447427492177,25709000
2020-12-16,299.6860046386719,300.471637765317,297.39697718848544,298.4445077570926,25461900
2020-12-17,301.64520263671875,301.87797402861224,300.08364521673735,301.28633687434376,23730500
2020-12-18,300.7334899902344,302.5957500157043,298.35717338267216,302.2853684115228,41173400
2020-12-21,300.1708679199219,300.7052791137094,295.00153234294845,297.7805179958725,37095500
2020-12-22,300.9870910644531,301.910167692354,298.15950354627114,301.07453855636356,26176300
2020-12-23,299.4712829589844,301.395187137197,299.31581086270864,301.0356708878652,21201300
2020-12-24,300.7927551269531,301.2397188761424,299.65590803503926,299.73362925753145,16785000
